Eugraph.	ad Ter. heaut.	Eugraph.	Ter. heaut.
Cresc.	Donat.	Cresc.	Don.
Lindem.	Plaut. trin.	Lindem.	Plaut. capt.
Cael.	de signif. diaet. pass.	Cael.	de sign. diaet. pass.
Cael.	de signif. diaet.	Cael.	de sign. diaet. pass.
Cael.	Aur. acut. praef.	Cael.	Aur. acut.
Cael.	Aurel. acut.	Cael.	Aur. acut.
Cael.	āur. acut.	Cael.	Aur. acut.
Cael.	Aur. salut. praec.	Cael.	Aur. acut.
Cael.	Aur. sign. diaet. pass.	Cael.	Aur. acut.
Cael.	Aur. chron.	Cael.	Aur. chr.
Cael.	Aur. signif. diaet. pass.	Cael.	Aur. chr.
Cael.	Antip. bell. Pun. sec. hist.	Cael.	Antip.
Cael.	Antip. hist.	Cael.	Antip.
Cael.	de morb. chron. praef.	Cael.	Aurel. chron.
Cael.	de morb. acut. praef.	Cael.	de morb.
Cael.	de morb. chron.	Cael.	de morb.
Cael.	de morb. signif. diaet. pass.	Cael.	de morb.
Prolegg.	ad Verg.	Prolegg.	ad Tac. Agr.
Firm.	de err. prof. rel.	Firm.	de err.
Firm.	de err. relig.	Firm.	de err.
Firm.	math. praef.	Firm.	Mat.
Firm.	math.	Firm.	Mat.
Firm.	math. 	Firm.	Mat.
Sall.	hist. fr.	Sall.	fr.
Sall.	hist. fr. inc.	Sall.	fr.
Mythogr.	lat.	Mythogr.	Lat.
Tertull.	de test. anim.	Tertull.	de anim.
Cornif.	rhet. Vgl. Casaub. Suet. Tib.	Cornif.	rhet.
Nepot.	epit. Val. Max.	Nepot.	epit.
Vulg.	Philipp.	Vulg.	Phil.
Vulg.	ad Phil.	Vulg.	Phil.
Vulg.	cant. cant.	Vulg.	cant.
Vulg.	Marc.	Vulg.	Mach.
Vulg.	Mich.	Vulg.	Mach.
Vulg.	Zach.	Vulg.	Mach.
Vulg.	exod.	Vulg.	excd.
Vulg.	Sophon.	Vulg.	Soph.
Vulg.	psalm.	Vulg.	in psalm.
Vulg.	ad Galat.	Vulg.	Galat.
Vulg.	Iacob.	Vulg.	Iac.
Vulg.	epist. Iac.	Vulg.	Iac.
Vulg.	cant. cantic.	Vulg.	Iac.
Vulg.	euang. Ioann.	Vulg.	Ioann.
Vulg.	Ion.	Vulg.	Ioann.
Vulg.	sapient.	Vulg.	sap.
Vulg.	sapient. 	Vulg.	sap.
Vulg.	lev.	Vulg.	Lev.
Vulg.	Levit.	Vulg.	Lev.
Vulg.	levit.	Vulg.	Lev.
Vulg.	Sirach.	Vulg.	Sir.
Vulg.	numer.	Vulg.	num.
Vulg.	paralip.	Vulg.	paral.
Vulg.	ad Ephes.	Vulg.	Ephes.
Vulg.	ad Tit.	Vulg.	Tit.
Vulg.	ad Hebr.	Vulg.	Hebr.
Vulg.	Roman.	Vulg.	Rom.
Vulg.	Iesai.	Vulg.	Ies.
Vulg.	genes.	Vulg.	gen.
Vulg.	Ezech.	Vulg.	Ezcch.
Vulg.	Os.	Vulg.	Coloss.
Vulg.	act.	Vulg.	Habac.
Vulg.	Iudic.	Vulg.	Iud.
Vulg.	epist. Iud.	Vulg.	Iud.
Vulg.	iudic.	Vulg.	Iud.
Herm.	past.	Herm.	Past.
Aldh.	de laud. virgin.	Aldh.	de laud. virg.
Aldh.	laud. virg.	Aldh.	de laud. virg.
Aldh.	de laud. virginit.	Aldh.	de laud. virg.
Aldh.	de virginit.	Aldh.	de laud. virg.
Pomp.	comment. art. Donat.	Pomp.	com.
Eccl.	Vgl. Gronov. Obss. eccl.	Eccl.	Vgl. Bünem. Lact.
Iordan.	get.	Iordan.	Get.
Enn.	epich.	Enn.	Epich.
Enn.	heduph.	Enn.	hed.
Enn.	hedyphag.	Enn.	hed.
Enn.	fr. inc.	Enn.	fr.
Enn.	fr. scen.	Enn.	fr.
Enn.	fr. scen. 	Enn.	fr.
Enn.	fr. sen.	Enn.	fr.
Enn.	fr. var.	Enn.	fr.
Enn.	ann. 	Enn.	ann.
Salv.	epist.	Salv.	ep.
Salv.	ad. eccl.	Salv.	ad eccl.
Salv.	eccl.	Salv.	ad eccl.
Ulp.	fr. tit.	Ulp.	fr.
Ulp.	fragm.	Ulp.	fr.
Ulp.	frgm. Vat.	Ulp.	fr.
Ulp.	regul. tit.	Ulp.	regul.
Lat.	min. ed. Wernsdorf. tom.	Lat.	min. ed. Wernsd.
Cassiod. inst.	div. lit.	Cassiod. inst.	div.
Cassiod. inst.	div. litt.	Cassiod. inst.	div.
Cassiod. inst.	div. litt. 	Cassiod. inst.	div.
Nep.	Timol.	Nep.	Tim.
Nep.	reg.	Nep.	de regg.
Nep.	regg.	Nep.	de regg.
Nep.	Ages.	Nep.	Ag.
Nep.	Milt.	Nep.	Milit.
Nep.	Alcib.	Nep.	Alc.
Nep.	Timoth.	Nep.	Thimoth.
Nep.	Hamilc.	Nep.	Ham.
Nep.	Vgl. Nipperd. Nep. Lys.	Nep.	Lys.
Nep.	Epam.	Nep.	Ep.
Nep.	Iphicr.	Nep.	Iph.
Nep.	Pelop.	Nep.	Pel.
Cornel.	orat.	Cornel.	or.
Novell.	Iustin.	Novell.	Iust.
Claud.	nupt. Hon.	Claud.	de nupt. Hon.
Claud.	nupt. Hon. et. Mar. fesc.	Claud.	de nupt. Hon.
Claud.	laud. Seren. reg.	Claud.	laud. Seren.
Claud.	gigant.	Claud.	Gigant.
Claud.	Gigantom.	Claud.	Gigant.
Claud.	gigantom.	Claud.	Gigant.
Claud.	ad Seren.	Claud.	ad Ser.
Claud.	de laud. Ser.	Claud.	ad Ser.
Claud.	laud. Ser.	Claud.	ad Ser.
Claud.	in laud. Seren. reg.	Claud.	ad Ser.
Claud.	Saturnin. dig.	Claud.	Saturn. dig.
Claud.	Quadrig. ann.	Claud.	Quadr. ann.
Claud.	Quadrig. ann. fr.	Claud.	Quadr. ann.
Claud.	Quadrig. ann. fr. inc.	Claud.	Quadr. ann.
Claud.	Quadr. fr.	Claud.	Quadr. ann.
Claud.	rapt. Proserp.	Claud.	rapt. Pros.
Claud.	ad Iulian.	Claud.	ad Iul.
Claud.	ad Iustin.	Claud.	ad Iul.
Claud.	de Phoen.	Claud.	Phoen.
Claud.	de stat. anim.	Claud.	de stat. an.
Claud.	laud. Stil.	Claud.	de laud. Stil.
Claud.	VI. cons. Honor.	Claud.	III. cons. Honor.
Claud.	cons. Mall.	Claud.	III. cons. Honor.
Claud.	III. cons. Stil.	Claud.	II. cons. Stil.
Claud.	cons. Stil.	Claud.	II. cons. Stil.
Claud.	de cons. Stil.	Claud.	II. cons. Stil.
Claud.	III. cons. Hon.	Claud.	II. cons. Stil.
Claud.	de magn.	Claud.	de Magnet.
Claud.	de Mall. Theod. cons.	Claud.	Mall. Theod. cons.
Claud.	cons. Mall. Theod.	Claud.	Mall. Theod. cons.
Claud.	Mamert. genethl. Maxim.	Claud.	Mamert.
Claud.	de IV. cons. Hon.	Claud.	IV. cons. Hon.
Claud.	IV. cons. Hor.	Claud.	IV. cons. Hon.
Claud.	VI. cons. Hon.	Claud.	IV. cons. Hon.
Claud.	de VI. cons. Hon.	Claud.	IV. cons. Hon.
Claud.	epigr.	Claud.	ep.
Claud.	epith. Honor.	Claud.	ep.
Claud.	in Sidon. epist.	Claud.	ep.
Claud.	Mam. epist.	Claud.	Mam.
Claud.	Mam. genethl.	Claud.	Mam.
Claud.	Mam. genethl. Maxim.	Claud.	Mam.
Claud.	Mam. grat. act.	Claud.	Mam.
Claud.	Mam. pan.	Claud.	Mam.
Claud.	eidyll.	Claud.	edyll.
Claud.	idyll.	Claud.	edyll.
Claud.	epist.	Claud.	Mam. epist. praemiss. libr.
Claud.	in Eutr.	Claud.	Eutr.
Claud.	in Eutrop.	Claud.	Eutr.
Claud.	de anim. praef.	Claud.	de anim.
Claud.	de stat. anim. praef.	Claud.	de anim.
Claud.	de bell. Get.	Claud.	bell. Get.
Claud.	de Get. bell.	Claud.	bell. Get.
Claud.	bell. Gild.	Claud.	bell. Get.
Claud.	de bell. Gild.	Claud.	bell. Get.
Claud.	in Ruf.	Claud.	Ruf.
Claud.	imp. orat. fr. col.	Claud.	Quadrig. fr.
Rufin.	in Rom.	Rufin.	ad Rom. comm.
Rufin.	ad Roman.	Rufin.	ad Rom. comm.
Rufin.	in num. homil.	Rufin.	in num.
Rufin.	in metr. Ter.	Rufin.	de metr. comic.
Rufin.	metr. Ter.	Rufin.	de metr. comic.
Rufin.	hist. eccl.	Rufin.	Euseb. hist. eccl.
Rufin.	in numer. homil.	Rufin.	in num. hom.
Rufin.	in levit.	Rufin.	in Levit.
Rufin.	in Levit. hom.	Rufin.	in Levit.
Marc.	fil. fr.	Marc.	de agric. fr.
Marc.	med.	Marc.	de medic.
Marc.	de medic. fr.	Marc.	de medic.
Marc.	Emp. 	Marc.	Emp.
Marc.	Emp. carm.	Marc.	Emp.
Marc.	Emp. fol.	Marc.	Emp.
Marc.	Emp. praef.	Marc.	Emp.
Marc.	Empir.	Marc.	Emp.
Kr.	od.	Kr.	Vulg. exod.
Kr.	Vgl. Diom.	Kr.	Diom.
Kr.	Suet. Dom.	Kr.	Diom.
Kr.	Porphyr. Hor. carm.	Kr.	Hor. sat.
Gregor.	Tur. hist. Franc.	Gregor.	Tur. conf.
Gregor.	Tur. vit. patr.	Gregor.	Tur. conf.
Gregor.	in glor. conf.	Gregor.	Tur. conf.
Gregor.	epist.	Gregor.	Epist.
Gregor.	ep.	Gregor.	Epist.
Gregor.	de vit. patr.	Gregor.	Turon. vit. patr.
Capitol.	Maximin.	Capitol.	Max.
Capitol.	Maximin. iun.	Capitol.	Max.
Capitol.	Pertin.	Capitol.	Pert.
Porphyr.	ad Hor. carm.	Porphyr.	Hor. carm.
Porphyr.	Hor. carm. saec.	Porphyr.	Hor. carm.
Porphyr.	Hor. sat.	Porphyr.	Hor. carm.
Porphyr.	ad Hor. epod.	Porphyr.	Hor. ep.
Porphyr.	Hor. epod.	Porphyr.	Hor. ep.
Porphyr.	Hor. od.	Porphyr.	Hor. ep.
Naev.	fr. bell. Pun.	Naev.	bell. Pun.
Naev.	bell. Pun. fr. inc.	Naev.	bell. Pun.
Naev.	bell. Pun. fr. inc. II.	Naev.	bell. Pun.
Naev.	bell. Pun. lib.	Naev.	bell. Pun.
Naev.	bell. Punic.	Naev.	bell. Pun.
Naev.	bell. Punic. lib.	Naev.	bell. Punic. inc. libr. fr.
Naev.	tr. 	Naev.	tr.
Victorin.	in rhet. Cic.	Victorin.	in Cic. rhet.
Victorin.	de metr.	Victorin.	de gen. metr.
Verecund.	in cant. Azar.	Verecund.	cant. Azar.
Symm.	epist.	Symm.	ep.
Symm.	in Valentin.	Symm.	in Valent.
Symm.	oratt. ed. Mai. Rom.	Symm.	orat.
Philarg.	in Verg. ecl.	Philarg.	Verg. ecl.
Philarg.	ad Verg. georg.	Philarg.	Verg. ecl.
Gronov.	observ.	Gronov.	Observ.
Gronov.	observv.	Gronov.	Observ.
Gronov.	obss.	Gronov.	Obss.
Ov.	medic. fac.	Ov.	med. fac.
Ov.	medic. fac. fem.	Ov.	med. fac.
Ov.	Ib. 	Ov.	Ib.
Ov.	met. 	Ov.	met.
Ov.	trist. 	Ov.	trist.
Ov.	amor.	Ov.	am.
Ov.	art. am.	Ov.	am.
Ov.	rem. am.	Ov.	am.
Ov.	fast.	Ov.	Fast.
Ov.	ex Pont. 	Ov.	ex Pont.
Ov.	ex. Pont.	Ov.	ex Pont.
Testam.	porcell.	Testam.	porc.
Coripp.	Iustin.	Coripp.	Iust.
Coripp.	de laud. Iustin. iun.	Coripp.	Iust.
Coripp.	in laud. Iustin. Aug. min.	Coripp.	Iust.
Coripp.	laud. Iust.	Coripp.	Iust.
Coripp.	Iohann.	Coripp.	Ioann.
Iust.	novell.	Iust.	nov.
Salmas.	exercitt. Plin.	Salmas.	Exerc. Plin.
Sex.	Ruf. brev.	Sex.	Ruf.
Sex.	Placit. parab. medic.	Sex.	Placit.
Ct.	in Iurispr. Anteiust.	Ct.	Iustin.
Seren.	Samm.	Seren.	Sam.
Casaub.	Suet. Caes.	Casaub.	Suet. Aug.
Interpr.	ad Smyrn.	Interpr.	ad Paul. sent.
Interpr.	in Levit. homil.	Interpr.	in Levit. hom.
Interpr.	in Matth. 	Interpr.	in Matth.
Interpr.	in Matth. comm.	Interpr.	in Matth.
Interpr.	ad Verg. Aen.	Interpr.	Vergil. Aen.
Interpr.	ad Cod. Theod.	Interpr.	Cod. Theod.
Interpr.	Iren. praef.	Interpr.	Iren.
Parid.	exc. Val. Max.	Parid.	epit. Val. Max.
Sidon.	praef. carm.	Sidon.	carm.
Sidon.	in ep.	Sidon.	ep.
Sidon.	epist.	Sidon.	ep.
Not.	dign. occid.	Not.	dign. occ.
Not.	dign. or.	Not.	dign. occ.
Not.	Tir. 	Not.	Tir.
Not.	Tiron.	Not.	Tir.
Eugipp.	vit. Severin.	Eugipp.	vit. Sever.
Eugipp.	vit. Severin. prol.	Eugipp.	vit. Sever.
Tarrunt.	dig.	Tarrunt.	Pat. dig.
Tarrunt.	Patern. dig.	Tarrunt.	Pat. dig.
Drak.	Liv. epit.	Drak.	Liv.
Burm.	Ov. trist.	Burm.	Ov. am.
Burm.	Ps. Ov. her.	Burm.	Ov. am.
Burm.	Ov. met.	Burm.	Ov. am.
Burm.	Ov. fast.	Burm.	Ov. am.
Liv.	lib.	Liv.	fr. libr.
Liv.	Andr. Odyss.	Liv.	Andr.
Liv.	Andr. Odyss. fr.	Liv.	Andr.
Liv.	Andr. com.	Liv.	Andr.
Liv.	Andr. tr.	Liv.	Andr.
Liv.	Andr. tr. 	Liv.	Andr.
Liv.	fr.	Liv.	Andr. tr. fr.
Liv.	fr. lib.	Liv.	Andr. tr. fr.
Liv.	epit.	Liv.	ep.
Iustin.	nov.	Iustin.	epit. nov.
Iustin.	praef.	Iustin.	dig. praef.
Laber.	com. 	Laber.	com.
Laber.	com. inc. fab.	Laber.	com.
Fab.	Pict. ap. Serv. Verg. georg.	Fab.	Pict.
Exc.	ex Charis.	Exc.	Charis.
Exc.	ex Charis. gr.	Exc.	Charis.
Exc.	Vales. Amm.	Exc.	Amm.
Vopisc.	Bonos.	Vopisc.	Bon.
Vopisc.	Aurel.	Vopisc.	Aur.
Vopisc.	Florian.	Vopisc.	Flor.
Vopisc.	Carin.	Vopisc.	Car.
Vopisc.	Proc.	Vopisc.	Prob.
Vopisc.	Prop.	Vopisc.	Prob.
Vopisc.	Saturn.	Vopisc.	Sat.
Monum.	Ancyr.	Monum.	Anc.
Monum.	Ancyr. tab.	Monum.	Anc.
Mar. Victorin.	in rhet. Cic.	Mar. Victorin.	in II. rhet. Cic.
Mar. Victorin.	de gen. verb.	Mar. Victorin.	de gen. div. verb.
Mar. Victorin.	art. gramm.	Mar. Victorin.	art. gr.
Sen.	ad. Helv.	Sen.	ad Helv.
Sen.	nat. qu.	Sen.	nat.
Sen.	nat. qu. prol.	Sen.	nat.
Sen.	nat. quaest.	Sen.	nat.
Sen.	nat. quaest. prol.	Sen.	nat.
Sen.	qu. nat.	Sen.	nat.
Sen.	de const.	Sen.	const.
Sen.	de const. anim.	Sen.	const.
Sen.	de const. sap.	Sen.	const.
Sen.	contr. exc.	Sen.	const.
Sen.	de dem.	Sen.	Agam.
Sen.	Octav. 	Sen.	Octav.
Sen.	apoc. 	Sen.	apoc.
Sen.	poët. apoc.	Sen.	apoc.
Sen.	apol.	Sen.	apoc.
Sen.	Oedip.	Sen.	Oed.
Sen.	fragm. Oedip.	Sen.	Oed.
Sen.	op. vol.	Sen.	op. tom.
Sen.	Phoen. fr.	Sen.	Phoen.
Sen.	Troad.	Sen.	Tro.
Sen.	contr.	Sen.	Tro.
Sen.	exc. contr.	Sen.	Tro.
Sen.	epigr.	Sen.	ep.
Sen.	tranqu.	Sen.	de tranqu.
Sen.	de tranqu. an.	Sen.	de tranqu.
Sen.	de tranqu. anim.	Sen.	de tranqu.
Sen.	prov.	Sen.	de prov.
Sen.	fr. no.	Sen.	fr.
Sen.	Thyest.	Sen.	Thy.
Sen.	rem.	Sen.	de rem. fort.
Paulin.	in Augustin. epist.	Paulin.	in Augustin. ep.
Paulin.	Nolan. carm.	Paulin.	Nol. carm.
Hor.	carm. 	Hor.	carm.
Hor.	carm. saec.	Hor.	carm.
Hor.	carm. saecul.	Hor.	carm.
Hor.	ep. 	Hor.	ep.
Hor.	epist.	Hor.	ep.
Hor.	epod.	Hor.	ep.
Hor.	de art. poët.	Hor.	art. poët.
Hor.	de art. poët. 	Hor.	art. poët.
Hor.	de art. poet.	Hor.	art. poët.
Spicil.	Soloesm.	Spicil.	Solesm.
Spicil.	Solesm. IV.	Spicil.	Solesm.
Spicil.	Solesm. tom.	Spicil.	Solesm.
Pacat.	pan. Theod.	Pacat.	pan.
Schol.	ad Stat. Theb.	Schol.	Stat. Theb.
Schol.	Gron. Cic. Marc.	Schol.	Cic. Gron.
Schol.	ad Germanic. prognost. tom.	Schol.	ad Cic. Arch.
Schol.	Cruqu. Hor. ep.	Schol.	Cruq. Hor. ep.
Schol.	Cruq. Hor. epod.	Schol.	Cruq. Hor. ep.
Schol.	Cruq. Hor. sat.	Schol.	Cruq. Hor. ep.
Schol.	ad Cic. Planc.	Schol.	ad Cic. Flacc.
Schol.	ad German. Arat.	Schol.	German. Arat.
Schol.	Germanic. Arat.	Schol.	German. Arat.
Schol.	in Caes. German. Arat.	Schol.	German. Arat.
Schol.	Hor. carm.	Schol.	Acron. Hor. serm.
Schol.	Hor. ep.	Schol.	Acron. Hor. serm.
Schol.	Hor. epod.	Schol.	Acron. Hor. serm.
Schol.	Hor. sat.	Schol.	Acron. Hor. serm.
Schol.	Cruq. Hor. carm.	Schol.	Acron. Hor. serm.
Schol.	Bern. Verg. ecl.	Schol.	Bern. Verg. buc.
Schol.	in Verg. ecl.	Schol.	Bern. Verg. buc.
Schol.	ad Verg. buc.	Schol.	Bern. Verg. buc.
Schol.	Caes. Germ. Arat.	Schol.	Caes. Germ.
Schol.	ad Caes. Germ. Arat.	Schol.	Caes. Germ.
Schol.	ad Caes. German. Arat.	Schol.	Caes. Germ.
Schol.	ad Caes. Germanic.	Schol.	Caes. Germ.
Schol.	ad Caes. Germanic. Arat.	Schol.	Caes. Germ.
Schol.	de art. poët.	Schol.	ad Hor. art. poët.
Schol.	Lucan.	Schol.	Bern. Lucan.
Schol.	in Lucan.	Schol.	Bern. Lucan.
Schol.	Bern. Verg. bucol.	Schol.	Bern. Lucan.
Schol.	Bern. Verg. georg.	Schol.	Bern. Lucan.
Schol.	ad Lucan.	Schol.	Bern. Lucan.
Schol.	Pers. prol.	Schol.	Pers.
Schol.	ad Pers.	Schol.	Pers.
Schol.	Bob. Cic. Flacc.	Schol.	Bob.
Schol.	Bob. Cic. Planc.	Schol.	Bob.
Schol.	Bob. Cic. Sest.	Schol.	Bob.
Schol.	ad Verg. georg. 	Schol.	ad Verg. georg.
Schol.	ad Germanic. Arat.	Schol.	ad Cic. Mil.
Ps. Sen.	ad Paul. apost.	Ps. Sen.	ad Paul.
Ps. Sen.	ep. ad. Paul.	Ps. Sen.	ad Paul.
Cic.	Caesin.	Cic.	Cael.
Cic.	Lael.	Cic.	Cael.
Cic.	Marc.	Cic.	Arch.
Cic.	ep.	Cic.	de rep.
Cic.	Catil.	Cic.	Cat.
Cic.	Vgl. Bünem. Lact.	Cic.	Cat.
Cic.	Tull.	Cic.	Sull.
Cic.	oratt. fr. inc.	Cic.	oratt. commentariis. Haun.
Cic.	de amic. 	Cic.	de amic.
Cic.	de nat.	Cic.	Quint.
Cic.	Verr.	Cic.	II. Verr.
Cic.	de inv.	Cic.	II. Verr.
Cic.	Acad.	Cic.	Ac.
Cic.	Acad. II. fr.	Cic.	Ac.
Cic.	Acad. fr.	Cic.	Ac.
Cic.	Acad. fr. inc.	Cic.	Ac.
Cic.	Acad. lib.	Cic.	Ac.
Cic.	de divin.	Cic.	de div.
Cic.	Planc. 	Cic.	Planc.
Cic.	Rosc. Am. 	Cic.	Rosc. Am.
Cic.	Rosc. Amer.	Cic.	Rosc. Am.
Cic.	Rosc. com.	Cic.	Rosc. Am.
Cic.	top. 	Cic.	top.
Cic.	top. lib.	Cic.	top.
Cic.	topic.	Cic.	top.
Cic.	fat.	Cic.	de fat.
Cic.	Pis. 	Cic.	Pis.
Cic.	in Pis.	Cic.	Pis.
Cic.	epist.	Cic.	Pis.
Cic.	fr. epist.	Cic.	Pis.
Cic.	oecon. fr.	Cic.	Oecon. fr.
Cic.	oec. fr.	Cic.	Oecon. fr.
Cic.	ep. fr.	Cic.	Oecon. fr.
Cic.	fr. inc.	Cic.	Oecon. fr.
Cic.	Hortens. fr. no.	Cic.	Hortens. fr.
Cic.	Pis. fr.	Cic.	Hortens. fr.
Cic.	de leg. agr.	Cic.	agr.
Cic.	de lege. agr.	Cic.	agr.
Cic.	Caecin. 	Cic.	Caecin.
Cic.	in Caec.	Cic.	Caecin.
Cic.	in Caecil.	Cic.	Caecin.
Cic.	Phil.	Cic.	Phii.
Cic.	Sest. 	Cic.	Sest.
Cic.	ad Att. 	Cic.	ad Att.
Cic.	ad. Att.	Cic.	ad Att.
Cic.	de pet. cons.	Cic.	de pet.
Cic.	pet. cons.	Cic.	de pet.
Cic.	poët. or.	Cic.	Protag. fr.
Cic.	de imp. Pomp.	Cic.	de imp. Cn. Pomp.
Cic.	poët. Tusc.	Cic.	Poët. Tusc.
Cic.	Tus.	Cic.	Poët. Tusc.
Cic.	Tusc.	Cic.	Poët. Tusc.
Cic.	tusc.	Cic.	Poët. Tusc.
Cic.	Quinct. 	Cic.	Quinct.
Cic.	de or.	Cic.	Cornel.
Cic.	or.	Cic.	Cornel.
Cic.	or. 	Cic.	Cornel.
Cic.	Ecl.	Cic.	Cornel.
Cic.	ecl.	Cic.	Cornel.
Cic.	Scaur. fr.	Cic.	Scaur.
Cic.	fragm.	Cic.	ep. fragm.
Cic.	Vatin.	Cic.	Vat.
Cic.	de sen.	Cic.	de Sen.
Cic.	de sen. 	Cic.	de Sen.
Cic.	Rab. post.	Cic.	Rab. Post.
Cic.	Rab. post. 	Cic.	Rab. Post.
Cic.	Rabir. Post.	Cic.	Rab. Post.
Cic.	de consul. fr. inc.	Cic.	consol. fr.
Cic.	Deiot.	Cic.	Dei.
Cic.	Mur. 	Cic.	Mur.
Cic.	Muren.	Cic.	Mur.
Cic.	Clu. 	Cic.	Clu.
Cic.	clu.	Cic.	Clu.
Cic.	Cluent.	Cic.	Clu.
Cic.	in tog. cand. fr.	Cic.	de tog. cand. fr.
Cic.	Brut. 	Cic.	Brut.
Cic.	ad Brut.	Cic.	Brut.
Cic.	har. resp.	Cic.	de har. resp.
Cic.	de harusp. resp.	Cic.	de har. resp.
Cic.	Font. fr.	Cic.	Font.
Cic.	petit. cons.	Cic.	de petit. cons.
Cic.	off.	Cic.	de off.
Cic.	nat. deor.	Cic.	de nat. deor.
Cic.	Rabir. perd.	Cic.	Rab. perd.
Cic.	Mil.	Cic.	Manil.
Cic.	Flacc. 	Cic.	Flacc.
Cic.	de fin.	Cic.	Flacc.
Cic.	prov. cons.	Cic.	de prov. cons.
Cic.	Arat. fr. II.	Cic.	Arat.
Cic.	Arat. phaen.	Cic.	Arat.
Cic.	de orat.	Cic.	Arat.
Cic.	orat.	Cic.	Arat.
Cic.	part. or.	Cic.	Arat.
Cic.	in Clod. fr.	Cic.	Clod.
Cic.	parad. prooem.	Cic.	Acad. pr.
Veget.	mul. praef.	Veget.	mul.
Eumen.	ad Constant.	Eumen.	Constant.
Eumen.	grat. act. Constant.	Eumen.	Constant.
Eumen.	pan. Constant.	Eumen.	Constant.
Eumen.	pan. Constant. Aug.	Eumen.	Constant.
Eumen.	pan. Constant. Caes.	Eumen.	Constant.
Eumen.	grat. act.	Eumen.	grat. acr.
Eumen.	pan. Const. Caes.	Eumen.	ad Const.
Eumen.	paneg. Const.	Eumen.	ad Const.
Eumen.	pan. Const.	Eumen.	ad Const.
Sext.	Ruf. brev.	Sext.	Ruf.
Sext.	de medic.	Sext.	Plac. medic.
Lact.	de mort. persec.	Lact.	de mort. pere.
Lact.	de mort. pers.	Lact.	de mort. pere.
Lact.	Plac. narr. fab. lib.	Lact.	Plac. narr. fab.
Lact.	fab.	Lact.	Plac. narr. fab.
Lact.	Placid. argum. Ovid. met. lib.	Lact.	Placid.
Lact.	Placid. fab.	Lact.	Placid.
Lact.	de Phoen.	Lact.	Phoen.
Lact.	Stat. Theb.	Lact.	Plac. Stat. Theb.
Lact.	inst.	Lact.	Plac. Stat. Theb.
Lact.	Plac. fab.	Lact.	Plac. Stat. Theb.
Lact.	ad Stat. Theb.	Lact.	Plac. Stat. Theb.
Tac.	ann. 	Tac.	ann.
Tac.	ann. Bd.	Tac.	ann.
Tac.	ann. lib.	Tac.	ann.
Tac.	ann. vol.	Tac.	ann.
Tac.	Agric.	Tac.	Agr.
Tac.	hist.	Tac.	Hist.
Tac.	bist.	Tac.	Hist.
Tac.	Vgl. Drak. Liv.	Tac.	Vgl.
Tac.	Vgl. Nipperd. Tac. ann.	Tac.	Vgl.
Iuvenc.	in levit. etc.	Iuvenc.	in Levit.
Auct.	in Liv.	Auct.	ad Liv.
Auct.	ad Messal.	Auct.	ad Liv.
Auct.	ad Plaut. Men.	Auct.	ad Liv.
Auct.	inc. pan. Constant. Caes.	Auct.	Vict. Caes.
Auct.	prol. Plaut. Cas.	Auct.	prol. Plaut. Amph.
Auct.	prol. Plaut. Men.	Auct.	prol. Plaut. Amph.
Auct.	prol. Plaut. Poen.	Auct.	prol. Plaut. Amph.
Auct.	prol. Plaut. capt. prol.	Auct.	prol. Plaut. Amph.
Auct.	prol. Plaut. truc.	Auct.	prol. Plaut. Amph.
Auct.	pervig. Ven.	Auct.	perv. Ven.
Auct.	de idiom. gen.	Auct.	de gen. idiom.
Auct.	de idiom.	Auct.	de gen. idiom.
Auct.	de idiot. gen.	Auct.	de gen. idiom.
Auct.	in Pis.	Auct.	ad Pis.
Auct.	ad Pison.	Auct.	ad Pis.
Auct.	itin. Alex.	Auct.	it. Alex.
Auct.	inc. pan. Constant. Aug.	Auct.	de progen. Aug.
Auct.	incert. grat. act. Constant. Aug.	Auct.	de progen. Aug.
Auct.	schem. dian.	Auct.	de schem. dian.
Auct.	pan. Constant. Aug.	Auct.	inc. pan. Constant.
Auct.	class. tom.	Auct.	class.
Auct.	epit. Iliad. Hom.	Auct.	Vict. epit.
Auct.	de libr. partt.	Auct.	de libr.
Vet.	ad Hor. sat.	Vet.	Schol. Hor. sat.
Att.	fr. Brut.	Att.	fr.
Fragm.	Vatic.	Fragm.	Vat.
Fragm.	iur. Rom. Vatic.	Fragm.	Vat.
Fulgent.	continent. Verg.	Fulgent.	contin. Verg.
Fulgent.	continent. Virg.	Fulgent.	contin. Verg.
Fulgent.	contin. Virgil.	Fulgent.	contin. Verg.
Compend.	Vitruv.	Compend.	Vitr.
Plaut.	truc. prol.	Plaut.	trin. prol.
Plaut.	Amph. 	Plaut.	Amph.
Plaut.	Amph. pr.	Plaut.	Amph.
Plaut.	Amph. prol.	Plaut.	Amph.
Plaut.	Amphitr. prol.	Plaut.	Amph.
Plaut.	Cas. 	Plaut.	Cas.
Plaut.	Casin.	Plaut.	Cas.
Plaut.	Cas. prol.	Plaut.	Cas.
Plaut.	Poen. 	Plaut.	Poen.
Plaut.	Poen. pr.	Plaut.	Poen.
Plaut.	Poen. prol.	Plaut.	Poen.
Plaut.	aul. 	Plaut.	aul.
Plaut.	aul. prol.	Plaut.	aul.
Plaut.	aulul.	Plaut.	aul.
Plaut.	aulul. argum.	Plaut.	aul.
Plaut.	rud. 	Plaut.	rud.
Plaut.	rud. prol.	Plaut.	rud.
